Customer_ID,Age,Gender,Item_Purchased,Category,Purchase_Amount,Location,Size,Color,Season,Review_Rating,Subscription_Status,Shipping_Type,Discount_Applied,Previous_Purchases,Payment_Method,Frequency_of_Purchases
1508,49,Male,Jacket,Outerwear,76,Wisconsin,M,MediumPurple,Summer,2.5,Yes,Store Pickup,Yes,94,Debit Card,Monthly
1509,60,Male,Sandals,Footwear,89,Nevada,S,DarkMagenta,Winter,3.3,No,Express,No,40,Venmo,Bi-Weekly
1510,35,Male,Sweater,Clothing,79,Alabama,M,DarkGreen,Spring,3.7,Yes,Standard,No,83,Cash,Monthly
1511,38,Male,Jeans,Clothing,71,Kentucky,XL,Indigo,Spring,3.5,Yes,Express,Yes,11,Venmo,Fortnightly
1512,56,Male,Hat,Accessories,52,North Carolina,M,Tomato,Winter,3.9,Yes,Store Pickup,Yes,0,Credit Card,Every 3 Months
1513,32,Male,Backpack,Accessories,17,Oklahoma,L,Indigo,Summer,2.7,Yes,2-Day Shipping,Yes,87,Venmo,Bi-Weekly
1514,63,Male,Hat,Accessories,18,New Hampshire,M,Navy,Fall,3.5,Yes,Free Shipping,No,98,PayPal,Quarterly
1515,26,Male,Sneakers,Footwear,23,Montana,XL,SandyBrown,Winter,3.4,No,Standard,Yes,89,Credit Card,Every 3 Months
1516,63,Male,Pants,Clothing,30,Wyoming,M,SteelBlue,Winter,5,Yes,Express,No,44,Debit Card,Bi-Weekly
1517,45,Male,Boots,Footwear,51,Georgia,XL,MediumTurquoise,Spring,4,No,Free Shipping,Yes,12,Bank Transfer,Bi-Weekly
1518,26,Female,Gloves,Accessories,62,Alaska,XL,SkyBlue,Spring,3.7,No,Store Pickup,No,45,Debit Card,Fortnightly
1519,69,Male,Socks,Clothing,36,Connecticut,XL,LightYellow,Fall,3.7,Yes,2-Day Shipping,No,63,PayPal,Quarterly
1520,33,Male,Belt,Accessories,23,Nebraska,XL,DarkBlue,Summer,2.6,No,Store Pickup,Yes,20,PayPal,Quarterly
1521,45,Female,Sneakers,Footwear,40,Delaware,XL,DarkTurquoise,Winter,3.9,Yes,Standard,Yes,82,PayPal,Fortnightly
1522,59,Male,Boots,Footwear,61,Minnesota,S,Magenta,Fall,3.2,Yes,Next Day Air,Yes,72,Bank Transfer,Fortnightly
1523,48,Male,Sandals,Footwear,63,Michigan,XL,SaddleBrown,Spring,3.6,No,Standard,No,37,Venmo,Bi-Weekly
1524,65,Male,Backpack,Accessories,50,Indiana,S,Turquoise,Summer,2.6,Yes,Store Pickup,No,37,Venmo,Every 3 Months
1525,39,Male,Sunglasses,Accessories,64,New Mexico,XL,MediumVioletRed,Spring,3.9,Yes,2-Day Shipping,No,45,PayPal,Annually
1526,23,Female,Scarf,Accessories,49,New Mexico,S,DarkGray,Summer,3.8,Yes,Express,No,83,Credit Card,Every 3 Months
1527,56,Female,Blouse,Clothing,75,New Hampshire,M,RoyalBlue,Fall,3.9,No,Next Day Air,Yes,81,PayPal,Fortnightly
1528,55,Male,T-shirt,Clothing,71,Massachusetts,M,CornflowerBlue,Winter,2.8,Yes,Next Day Air,Yes,81,Venmo,Fortnightly
1529,28,Male,T-shirt,Clothing,55,Maryland,S,Brown,Fall,4.2,No,Free Shipping,Yes,23,Cash,Weekly
1530,58,Male,Backpack,Accessories,41,Virginia,S,DarkOrange,Fall,2.9,Yes,Express,Yes,100,PayPal,Monthly
1531,68,Female,Sneakers,Footwear,37,Alaska,M,MediumSpringGreen,Fall,4.1,No,Free Shipping,No,33,Debit Card,Every 3 Months
1532,68,Male,Hoodie,Clothing,53,Tennessee,L,DarkMagenta,Winter,4.2,No,Standard,Yes,100,Debit Card,Fortnightly
1533,37,Male,Backpack,Accessories,63,Utah,XL,FireBrick,Summer,4.8,No,Next Day Air,No,6,Debit Card,Quarterly
1534,37,Male,Jacket,Outerwear,91,West Virginia,L,LemonChiffon,Summer,3,No,Store Pickup,Yes,8,Credit Card,Quarterly
1535,40,Male,T-shirt,Clothing,87,North Dakota,M,ForestGreen,Summer,3.8,No,2-Day Shipping,No,94,Cash,Monthly
1536,58,Male,Boots,Footwear,65,Oklahoma,M,DimGray,Fall,4.6,Yes,Standard,No,50,Credit Card,Bi-Weekly
1537,69,Male,Shorts,Clothing,39,Michigan,XL,Pink,Fall,3.4,No,Express,Yes,65,Bank Transfer,Annually
1538,59,Male,Shoes,Footwear,72,New Jersey,L,Lavender,Summer,3.1,No,2-Day Shipping,Yes,88,Credit Card,Every 3 Months
1539,68,Female,Sunglasses,Accessories,37,Montana,L,GhostWhite,Summer,4.5,No,Store Pickup,Yes,4,Bank Transfer,Weekly
1540,28,Male,Jacket,Outerwear,85,Idaho,S,Plum,Winter,3.6,No,Free Shipping,No,97,Bank Transfer,Every 3 Months
1541,46,Male,Sneakers,Footwear,25,Montana,M,Black,Fall,4.8,No,Next Day Air,No,81,Credit Card,Monthly
1542,19,Male,T-shirt,Clothing,73,West Virginia,S,Gray,Fall,2.8,No,Express,Yes,45,Venmo,Monthly
1543,39,Female,Jeans,Clothing,74,New Hampshire,S,Pink,Spring,4.9,Yes,Next Day Air,Yes,26,Credit Card,Weekly
1544,56,Male,Belt,Accessories,23,Missouri,L,AntiqueWhite,Spring,4.6,No,2-Day Shipping,No,97,Credit Card,Weekly
1545,33,Male,Jeans,Clothing,76,Virginia,L,HotPink,Winter,3.2,Yes,Standard,Yes,45,Cash,Quarterly
1546,71,Male,Backpack,Accessories,24,Indiana,XL,LightSeaGreen,Spring,4.5,No,Express,No,88,Venmo,Bi-Weekly
1547,61,Male,Coat,Outerwear,74,Wisconsin,L,Coral,Summer,3.2,Yes,Next Day Air,Yes,80,PayPal,Fortnightly
1548,38,Female,Scarf,Accessories,67,Oregon,S,DarkKhaki,Winter,3.7,No,Next Day Air,Yes,45,Credit Card,Every 3 Months
1549,62,Male,Scarf,Accessories,59,Ohio,S,GhostWhite,Fall,2.8,Yes,2-Day Shipping,No,13,PayPal,Quarterly
1550,42,Male,Shoes,Footwear,76,Mississippi,S,MediumOrchid,Spring,4.6,No,Standard,No,47,PayPal,Monthly
1551,34,Male,Hat,Accessories,70,Illinois,S,Salmon,Spring,4.4,Yes,2-Day Shipping,Yes,32,Bank Transfer,Fortnightly
1552,43,Male,Pants,Clothing,80,Delaware,M,LightGray,Winter,4,Yes,Standard,No,73,Cash,Fortnightly
1553,72,Male,Hoodie,Clothing,57,Texas,M,SlateGray,Summer,4.9,No,Store Pickup,Yes,63,Venmo,Annually
1554,64,Male,Shorts,Clothing,75,North Dakota,M,Maroon,Spring,4.8,No,Standard,No,29,Debit Card,Every 3 Months
1555,32,Male,Sandals,Footwear,42,Rhode Island,S,Orange,Summer,3.8,Yes,Store Pickup,Yes,37,Debit Card,Weekly
1556,41,Female,Blouse,Clothing,53,South Carolina,S,OrangeRed,Spring,3.9,Yes,Express,Yes,31,Credit Card,Weekly
1557,46,Male,Pants,Clothing,79,Pennsylvania,XL,DarkOrange,Fall,3,Yes,Express,No,91,Credit Card,Annually
1558,58,Male,Hoodie,Clothing,77,Minnesota,L,MidnightBlue,Spring,4.7,Yes,Store Pickup,No,38,Cash,Quarterly
1559,23,Male,Belt,Accessories,38,New Jersey,S,ForestGreen,Spring,4.2,No,Standard,Yes,15,Debit Card,Monthly
1560,27,Female,Jeans,Clothing,31,Utah,S,Lime,Fall,4,No,Next Day Air,No,8,PayPal,Weekly
1561,27,Male,Belt,Accessories,47,South Carolina,S,DarkBlue,Winter,4.3,No,Free Shipping,Yes,79,Cash,Weekly
1562,75,Male,Jeans,Clothing,65,Utah,S,DarkSlateBlue,Summer,3.6,No,Standard,Yes,99,PayPal,Fortnightly
1563,61,Female,Scarf,Accessories,37,Massachusetts,XL,DarkOrchid,Fall,2.5,No,Next Day Air,Yes,76,Debit Card,Bi-Weekly
1564,73,Female,Socks,Clothing,35,Kansas,M,Linen,Winter,3.1,No,Express,No,1,Cash,Fortnightly
1565,65,Female,Jeans,Clothing,71,Delaware,M,Gainsboro,Fall,3.9,Yes,Free Shipping,No,95,Credit Card,Monthly
1566,50,Female,Handbag,Accessories,18,Mississippi,XL,DarkTurquoise,Fall,4.4,Yes,Free Shipping,Yes,83,Venmo,Annually
1567,61,Male,Sweater,Clothing,79,North Carolina,XL,Orange,Summer,3.2,Yes,2-Day Shipping,Yes,91,Debit Card,Weekly
1568,74,Male,Shoes,Footwear,74,Nebraska,M,DarkSlateGray,Spring,3.6,Yes,Express,Yes,96,Credit Card,Fortnightly
1569,21,Female,Shirt,Clothing,47,Oregon,S,OliveDrab,Summer,2.9,Yes,Express,No,30,Bank Transfer,Monthly
1570,67,Male,Jacket,Outerwear,83,Nevada,M,GhostWhite,Winter,4.7,No,2-Day Shipping,Yes,15,Debit Card,Every 3 Months
1571,71,Female,Hoodie,Clothing,44,New York,S,WhiteSmoke,Spring,3.8,Yes,Store Pickup,No,89,PayPal,Weekly
1572,50,Female,T-shirt,Clothing,68,Vermont,L,ForestGreen,Fall,3.6,Yes,Express,Yes,5,Venmo,Annually
1573,48,Female,Jeans,Clothing,46,Oklahoma,S,FireBrick,Fall,2.8,Yes,Next Day Air,Yes,71,Credit Card,Every 3 Months
1574,24,Male,Socks,Clothing,80,New York,M,LightSlateGray,Spring,3.6,No,Express,No,97,Venmo,Every 3 Months
1575,69,Female,Pants,Clothing,35,Florida,L,GhostWhite,Summer,3.1,No,Standard,No,77,PayPal,Weekly
1576,42,Female,Jacket,Outerwear,82,Massachusetts,S,RoyalBlue,Spring,3.6,No,Express,No,30,PayPal,Quarterly
1577,61,Male,Hat,Accessories,66,South Carolina,XL,CadetBlue,Spring,4.6,Yes,2-Day Shipping,Yes,45,PayPal,Fortnightly
1578,67,Female,Jeans,Clothing,55,Minnesota,XL,Aqua,Spring,4.8,No,Next Day Air,No,63,Cash,Quarterly
1579,65,Male,Jeans,Clothing,64,New York,L,DarkSlateBlue,Winter,2.9,Yes,Free Shipping,No,87,Debit Card,Monthly
1580,22,Female,Scarf,Accessories,33,Illinois,L,OliveDrab,Summer,4.5,No,Free Shipping,No,63,PayPal,Weekly
1581,61,Male,Hat,Accessories,15,Oklahoma,S,Tan,Winter,4.5,No,Express,No,87,Credit Card,Weekly
1582,29,Female,Hoodie,Clothing,36,Tennessee,L,Snow,Spring,2.8,No,2-Day Shipping,No,94,PayPal,Weekly
1583,48,Female,Backpack,Accessories,41,Nebraska,S,SlateGray,Summer,3.5,No,2-Day Shipping,No,72,PayPal,Bi-Weekly
1584,53,Female,Skirt,Clothing,60,Nebraska,M,Red,Winter,2.6,Yes,Standard,Yes,87,Bank Transfer,Monthly
1585,54,Male,Shoes,Footwear,49,New York,M,FireBrick,Spring,4.4,Yes,Store Pickup,Yes,82,Cash,Quarterly
1586,56,Male,Boots,Footwear,69,Colorado,M,Black,Summer,2.7,No,Express,No,48,Debit Card,Monthly
1587,28,Female,Sandals,Footwear,32,Wisconsin,M,Indigo,Spring,3.2,Yes,2-Day Shipping,Yes,24,Venmo,Fortnightly
1588,59,Male,Jacket,Outerwear,88,Maine,S,BlanchedAlmond,Fall,3.3,No,2-Day Shipping,No,78,Debit Card,Every 3 Months
1589,71,Female,Hat,Accessories,48,Louisiana,XL,Ivory,Summer,4,No,2-Day Shipping,No,76,Venmo,Annually
1590,25,Male,Sneakers,Footwear,37,Ohio,L,LightSlateGray,Fall,4.5,No,Next Day Air,Yes,66,Debit Card,Fortnightly
1591,75,Male,Jacket,Outerwear,94,Hawaii,S,Salmon,Fall,2.7,Yes,Store Pickup,Yes,87,Debit Card,Annually
1592,30,Male,Skirt,Clothing,45,Oregon,S,Snow,Spring,4,No,Next Day Air,Yes,57,Cash,Monthly
1593,37,Male,Belt,Accessories,41,Oklahoma,XL,Teal,Spring,3.7,Yes,Express,Yes,73,Cash,Bi-Weekly
1594,28,Male,Backpack,Accessories,60,Delaware,S,DarkOrange,Winter,4.4,Yes,Standard,Yes,9,PayPal,Quarterly
1595,32,Male,Shorts,Clothing,80,Louisiana,M,YellowGreen,Fall,4.8,Yes,Express,Yes,60,Bank Transfer,Every 3 Months
1596,20,Male,Jacket,Outerwear,77,Mississippi,L,Yellow,Winter,3.1,Yes,2-Day Shipping,Yes,45,Debit Card,Annually
1597,44,Male,Coat,Outerwear,81,Wisconsin,M,BlueViolet,Winter,2.9,No,Store Pickup,Yes,27,Bank Transfer,Monthly
1598,24,Male,Sneakers,Footwear,61,Wisconsin,XL,Purple,Summer,2.7,Yes,Next Day Air,No,71,Venmo,Monthly
1599,71,Female,T-shirt,Clothing,87,Ohio,XL,IndianRed,Fall,4.7,Yes,Store Pickup,No,23,Debit Card,Weekly
1600,43,Male,Dress,Clothing,32,Nevada,M,DarkKhaki,Summer,3.4,Yes,Free Shipping,Yes,92,Bank Transfer,Annually
1601,42,Male,Shorts,Clothing,36,West Virginia,M,LightBlue,Winter,4,Yes,Standard,No,76,PayPal,Bi-Weekly
1602,45,Female,Jewelry,Accessories,36,Maryland,L,BlanchedAlmond,Summer,4.7,No,Free Shipping,Yes,80,Credit Card,Monthly
1603,47,Male,Sweater,Clothing,77,New Hampshire,XL,LightGray,Spring,3.3,Yes,Standard,Yes,51,Bank Transfer,Fortnightly
1604,48,Female,Blouse,Clothing,43,Minnesota,M,DarkCyan,Fall,3.6,No,Store Pickup,Yes,17,Venmo,Quarterly
1605,18,Male,T-shirt,Clothing,75,New Hampshire,M,DarkOrchid,Summer,2.8,Yes,Store Pickup,No,21,Debit Card,Every 3 Months
1606,21,Male,Boots,Footwear,32,Wyoming,XL,LavenderBlush,Spring,3,Yes,Standard,Yes,40,Credit Card,Fortnightly
1607,37,Male,Jeans,Clothing,64,Indiana,L,MediumVioletRed,Summer,2.9,No,Free Shipping,Yes,85,Debit Card,Fortnightly
1608,66,Male,Sneakers,Footwear,55,Virginia,L,Pink,Winter,4.2,No,Standard,Yes,52,Credit Card,Monthly
1609,50,Female,Backpack,Accessories,20,Hawaii,XL,DarkSlateGray,Winter,4.9,No,Next Day Air,Yes,1,Bank Transfer,Every 3 Months
1610,49,Female,Pants,Clothing,36,Indiana,L,GreenYellow,Spring,4.1,Yes,Free Shipping,No,59,Venmo,Annually
1611,38,Male,Shorts,Clothing,70,Arkansas,S,MediumVioletRed,Winter,3.8,Yes,Standard,Yes,9,Debit Card,Every 3 Months
1612,38,Male,Socks,Clothing,31,Ohio,L,LightSeaGreen,Spring,4.4,Yes,Express,Yes,81,Cash,Weekly
1613,45,Male,Pants,Clothing,75,Rhode Island,XL,WhiteSmoke,Spring,4.4,No,Free Shipping,No,29,Bank Transfer,Quarterly
1614,58,Female,Sweater,Clothing,46,Hawaii,M,MediumBlue,Winter,4.6,Yes,Next Day Air,Yes,16,Credit Card,Monthly
1615,18,Male,T-shirt,Clothing,39,Virginia,XL,LightSteelBlue,Fall,4.2,Yes,Next Day Air,No,52,Cash,Weekly
1616,34,Female,Hat,Accessories,58,Maine,M,LightGreen,Fall,3.4,No,Standard,Yes,78,Credit Card,Monthly
1617,69,Male,Sweater,Clothing,57,North Carolina,L,DarkGray,Spring,3.2,Yes,Standard,No,79,Cash,Bi-Weekly
1618,35,Male,Shorts,Clothing,31,Florida,M,PaleVioletRed,Summer,4.6,Yes,2-Day Shipping,No,44,Cash,Every 3 Months
1619,56,Male,Backpack,Accessories,55,Arkansas,L,LightSalmon,Fall,4.6,Yes,Free Shipping,No,72,PayPal,Every 3 Months
1620,36,Female,Belt,Accessories,70,Tennessee,L,DarkSalmon,Spring,3.3,Yes,Standard,No,51,Credit Card,Fortnightly
1621,66,Male,Shirt,Clothing,37,Vermont,L,DarkSeaGreen,Summer,2.8,No,Free Shipping,Yes,35,Credit Card,Monthly
1622,60,Female,T-shirt,Clothing,71,Kansas,XL,DarkViolet,Fall,3.6,No,Standard,No,2,PayPal,Monthly
1623,55,Male,Sandals,Footwear,22,Virginia,S,MediumBlue,Winter,4.6,No,Express,No,10,Venmo,Every 3 Months
1624,68,Male,Shoes,Footwear,87,Kansas,XL,OrangeRed,Winter,3.3,No,Next Day Air,No,53,PayPal,Monthly
1625,50,Female,Coat,Outerwear,81,New York,XL,DarkTurquoise,Winter,4.2,No,Standard,Yes,84,Credit Card,Annually
1626,62,Male,Hoodie,Clothing,76,Oregon,M,LightGreen,Summer,4,No,2-Day Shipping,Yes,66,Credit Card,Fortnightly
1627,66,Male,Belt,Accessories,32,South Dakota,S,PapayaWhip,Summer,4.5,No,Store Pickup,No,73,Cash,Quarterly
1628,65,Male,Shorts,Clothing,32,Missouri,L,RoyalBlue,Spring,4.5,No,Express,Yes,60,Debit Card,Bi-Weekly
1629,69,Male,Hoodie,Clothing,87,California,XL,DarkGoldenRod,Winter,3.3,Yes,Free Shipping,No,42,Venmo,Every 3 Months
1630,73,Male,T-shirt,Clothing,45,Montana,XL,Thistle,Fall,4.4,No,Next Day Air,No,65,Venmo,Monthly
1631,36,Male,Sunglasses,Accessories,63,West Virginia,M,LightSeaGreen,Fall,4.6,Yes,Store Pickup,Yes,49,Cash,Annually
1632,23,Male,Pants,Clothing,44,Vermont,S,NavajoWhite,Winter,4.6,Yes,Standard,Yes,70,Bank Transfer,Quarterly
1633,36,Male,Hoodie,Clothing,35,New Jersey,L,SlateBlue,Spring,4.8,No,Standard,Yes,44,Bank Transfer,Quarterly
1634,44,Male,Socks,Clothing,33,Massachusetts,M,AliceBlue,Winter,4.9,No,Free Shipping,Yes,32,Credit Card,Monthly
1635,43,Male,Shirt,Clothing,70,Wyoming,XL,DarkGoldenRod,Spring,3.1,Yes,Store Pickup,No,19,Cash,Weekly
1636,23,Female,Handbag,Accessories,58,Washington,XL,Salmon,Winter,3.6,Yes,Express,No,57,Credit Card,Annually
1637,74,Male,Belt,Accessories,44,South Dakota,XL,MintCream,Spring,4.2,Yes,Standard,No,31,PayPal,Quarterly
1638,70,Male,Jacket,Outerwear,62,California,XL,White,Summer,4.5,No,2-Day Shipping,No,34,Debit Card,Annually
1639,71,Male,T-shirt,Clothing,90,Montana,L,IndianRed,Spring,4,Yes,Standard,No,95,PayPal,Every 3 Months
1640,68,Male,Shirt,Clothing,82,Nevada,M,HotPink,Fall,3.5,No,2-Day Shipping,Yes,60,Credit Card,Fortnightly
1641,48,Male,Shirt,Clothing,39,New York,XL,LightGreen,Fall,3.4,No,2-Day Shipping,Yes,56,Credit Card,Weekly
1642,66,Male,Shirt,Clothing,34,Massachusetts,XL,LightSkyBlue,Spring,4.1,Yes,Express,No,79,Bank Transfer,Fortnightly
1643,35,Male,Socks,Clothing,71,Michigan,S,DarkSeaGreen,Fall,3.4,No,Store Pickup,Yes,64,Cash,Weekly
1644,39,Female,T-shirt,Clothing,76,Oregon,M,SlateBlue,Summer,4.1,No,Next Day Air,No,31,Credit Card,Weekly
1645,45,Male,Boots,Footwear,36,Michigan,S,BurlyWood,Winter,4.7,Yes,Next Day Air,No,59,Venmo,Every 3 Months
1646,65,Male,Gloves,Accessories,62,Arizona,M,DarkGreen,Summer,4,No,Standard,Yes,9,Venmo,Bi-Weekly
1647,71,Male,Scarf,Accessories,53,South Dakota,L,Salmon,Winter,2.7,Yes,Store Pickup,No,40,Bank Transfer,Weekly
1648,43,Male,Socks,Clothing,58,Alaska,XL,DarkRed,Winter,3.3,No,Standard,No,57,PayPal,Fortnightly
1649,50,Male,Pants,Clothing,78,Hawaii,XL,Purple,Winter,3.2,No,Store Pickup,No,74,PayPal,Quarterly
1650,53,Male,T-shirt,Clothing,84,New Jersey,M,AliceBlue,Winter,4.4,Yes,Next Day Air,No,51,Credit Card,Bi-Weekly
1651,28,Female,Pants,Clothing,31,Nevada,M,Green,Spring,2.5,Yes,2-Day Shipping,Yes,90,Cash,Quarterly
1652,71,Male,Sunglasses,Accessories,33,Vermont,XL,DarkSeaGreen,Spring,4.1,No,Free Shipping,Yes,19,Venmo,Annually
1653,52,Male,Jeans,Clothing,34,Tennessee,XL,LimeGreen,Fall,2.6,No,Next Day Air,Yes,57,Cash,Weekly
1654,47,Male,Jacket,Outerwear,65,Hawaii,L,LightSalmon,Spring,3.2,No,Next Day Air,No,16,Venmo,Weekly
1655,24,Male,Shorts,Clothing,46,Colorado,S,MistyRose,Spring,4.8,Yes,2-Day Shipping,No,61,Debit Card,Weekly
1656,44,Male,Backpack,Accessories,20,Kentucky,L,DarkBlue,Fall,3.7,Yes,Free Shipping,No,11,Cash,Annually
1657,40,Male,Jeans,Clothing,73,Mississippi,L,FireBrick,Spring,3.2,No,Next Day Air,Yes,68,Venmo,Annually
1658,58,Male,Shoes,Footwear,87,Arkansas,M,Orchid,Winter,3.7,No,Next Day Air,No,79,Bank Transfer,Fortnightly
1659,63,Male,Backpack,Accessories,48,South Dakota,S,Linen,Spring,4.9,No,Next Day Air,No,46,Bank Transfer,Every 3 Months
1660,40,Male,Belt,Accessories,70,Washington,M,Lavender,Spring,3.8,Yes,2-Day Shipping,Yes,28,Credit Card,Bi-Weekly
1661,63,Female,Scarf,Accessories,51,Nevada,S,DarkGoldenRod,Winter,5,Yes,Next Day Air,Yes,49,Cash,Annually
1662,28,Male,Sandals,Footwear,42,Virginia,S,DarkGray,Summer,3.9,Yes,Express,No,75,Debit Card,Fortnightly
1663,27,Male,Sneakers,Footwear,85,Alabama,XL,HotPink,Spring,3.2,Yes,Next Day Air,No,92,PayPal,Fortnightly
1664,74,Male,Shoes,Footwear,30,New Mexico,L,Crimson,Summer,3,Yes,Express,No,41,Cash,Fortnightly
1665,18,Male,Sneakers,Footwear,59,Florida,XL,Ivory,Fall,3.8,Yes,Express,No,78,Debit Card,Quarterly
1666,60,Female,Handbag,Accessories,50,North Dakota,L,Red,Summer,3.6,No,Free Shipping,No,95,Credit Card,Annually
1667,65,Male,Gloves,Accessories,34,Alabama,M,Aqua,Winter,2.9,No,Next Day Air,Yes,19,Venmo,Quarterly
1668,24,Female,Coat,Outerwear,65,Vermont,XL,MediumSpringGreen,Fall,4.2,Yes,Express,Yes,7,Debit Card,Monthly
1669,26,Female,Skirt,Clothing,38,Delaware,S,Peru,Fall,3.8,No,2-Day Shipping,Yes,16,Cash,Monthly
1670,40,Male,Jeans,Clothing,81,Vermont,XL,DarkSeaGreen,Spring,4.1,No,2-Day Shipping,No,72,PayPal,Weekly
1671,49,Male,Sweater,Clothing,42,New Mexico,S,Cornsilk,Winter,2.5,Yes,Free Shipping,No,84,Debit Card,Monthly
1672,49,Female,Belt,Accessories,55,Iowa,M,OliveDrab,Spring,3.9,No,Express,No,90,Cash,Weekly
1673,72,Male,Sandals,Footwear,25,Colorado,L,DarkKhaki,Summer,4,Yes,Next Day Air,No,24,Bank Transfer,Quarterly
1674,23,Male,Boots,Footwear,38,Connecticut,L,Maroon,Summer,3,Yes,Next Day Air,No,86,Bank Transfer,Every 3 Months
1675,51,Male,T-shirt,Clothing,75,Mississippi,XL,Lime,Winter,4.5,Yes,Next Day Air,Yes,70,Venmo,Weekly
1676,44,Female,Scarf,Accessories,68,Florida,L,Olive,Summer,4.7,No,Standard,Yes,51,Debit Card,Bi-Weekly
1677,23,Female,Gloves,Accessories,17,Wyoming,L,DarkSlateBlue,Fall,3.5,No,Free Shipping,Yes,4,Venmo,Quarterly
1678,45,Male,Shorts,Clothing,83,Tennessee,M,DarkTurquoise,Spring,3.8,No,2-Day Shipping,No,65,Bank Transfer,Quarterly
1679,45,Male,Hat,Accessories,39,California,M,Wheat,Winter,3,Yes,Standard,No,82,Cash,Weekly
1680,69,Female,Socks,Clothing,31,Oregon,M,Aqua,Fall,2.5,No,Standard,Yes,75,Credit Card,Monthly
1681,19,Female,Scarf,Accessories,20,South Carolina,M,FireBrick,Summer,2.8,No,2-Day Shipping,Yes,75,Credit Card,Monthly
1682,37,Male,Shirt,Clothing,40,New Hampshire,S,MediumVioletRed,Winter,3.1,Yes,Next Day Air,No,29,Credit Card,Quarterly
1683,74,Female,Jeans,Clothing,45,Washington,S,HotPink,Fall,3.7,Yes,2-Day Shipping,No,42,Debit Card,Weekly
1684,18,Male,Sandals,Footwear,70,South Dakota,L,DeepPink,Fall,4.5,No,Next Day Air,No,48,Debit Card,Monthly
1685,67,Male,Sneakers,Footwear,41,Nebraska,M,Red,Spring,3.8,Yes,Store Pickup,No,68,Venmo,Every 3 Months
1686,41,Female,Scarf,Accessories,48,Indiana,M,DarkCyan,Winter,3.6,No,Standard,Yes,68,Debit Card,Annually
1687,49,Male,T-shirt,Clothing,83,Connecticut,XL,DarkSlateGray,Fall,3.8,No,Next Day Air,No,41,Bank Transfer,Weekly
1688,54,Male,Pants,Clothing,47,Wisconsin,L,DarkRed,Fall,3.3,Yes,Free Shipping,No,45,Debit Card,Weekly
1689,75,Male,Jeans,Clothing,60,Pennsylvania,L,OliveDrab,Summer,4,Yes,2-Day Shipping,No,89,Bank Transfer,Quarterly
1690,35,Male,Shirt,Clothing,75,Minnesota,S,Pink,Winter,4.3,No,2-Day Shipping,No,49,Debit Card,Weekly
1691,59,Female,Dress,Clothing,50,Massachusetts,S,DarkSlateGray,Fall,3.6,No,Free Shipping,Yes,34,Bank Transfer,Quarterly
1692,67,Male,Coat,Outerwear,80,Kansas,XL,LightSalmon,Summer,4.7,No,Standard,Yes,67,Bank Transfer,Quarterly
1693,31,Male,Shoes,Footwear,21,Tennessee,L,DarkBlue,Spring,2.7,Yes,Standard,Yes,100,Cash,Every 3 Months
1694,54,Male,Sweater,Clothing,78,Kansas,XL,LightSkyBlue,Spring,2.9,No,Free Shipping,No,16,Bank Transfer,Annually
1695,60,Male,Socks,Clothing,80,Wyoming,M,Bisque,Fall,3.5,Yes,2-Day Shipping,Yes,80,Bank Transfer,Every 3 Months
1696,69,Male,Shirt,Clothing,71,Texas,S,LimeGreen,Summer,2.5,Yes,Free Shipping,Yes,38,Bank Transfer,Fortnightly
1697,73,Female,Sweater,Clothing,84,Indiana,M,Tomato,Fall,4.4,No,2-Day Shipping,No,51,PayPal,Monthly
1698,38,Female,Skirt,Clothing,89,Rhode Island,L,Teal,Summer,3.5,Yes,Next Day Air,No,31,Bank Transfer,Weekly
1699,49,Male,Belt,Accessories,17,Illinois,L,OrangeRed,Fall,4.1,Yes,Standard,No,17,Venmo,Monthly
1700,62,Male,Shorts,Clothing,43,Maine,L,CadetBlue,Winter,2.8,Yes,Store Pickup,No,67,Credit Card,Quarterly
1701,41,Male,Sunglasses,Accessories,55,Kansas,S,Snow,Spring,5,No,Next Day Air,Yes,92,Debit Card,Every 3 Months
1702,61,Male,T-shirt,Clothing,65,Missouri,XL,DarkOliveGreen,Fall,3.4,No,2-Day Shipping,Yes,17,Venmo,Weekly
1703,31,Male,Coat,Outerwear,86,Kansas,L,SpringGreen,Fall,3.7,No,Next Day Air,No,95,PayPal,Fortnightly
1704,71,Male,Sunglasses,Accessories,54,South Dakota,L,Cornsilk,Winter,4.2,Yes,2-Day Shipping,Yes,64,Venmo,Quarterly
1705,61,Male,Pants,Clothing,53,North Dakota,L,Aquamarine,Summer,2.7,No,2-Day Shipping,Yes,99,Cash,Annually
1706,35,Male,Shoes,Footwear,32,Mississippi,M,MediumAquaMarine,Spring,3.8,No,Store Pickup,No,73,PayPal,Annually
1707,42,Male,Sunglasses,Accessories,42,Florida,L,Orange,Winter,3.7,No,Next Day Air,No,38,Debit Card,Bi-Weekly
1708,37,Male,Shirt,Clothing,80,Oregon,M,PeachPuff,Fall,3.8,No,Express,Yes,43,PayPal,Every 3 Months
1709,71,Male,Hoodie,Clothing,90,Mississippi,L,YellowGreen,Winter,3.7,Yes,Next Day Air,Yes,14,Credit Card,Weekly
1710,25,Female,Handbag,Accessories,44,Utah,S,ForestGreen,Winter,2.8,No,Store Pickup,No,32,PayPal,Quarterly
1711,57,Female,Socks,Clothing,79,Wisconsin,L,SeaShell,Spring,4.2,No,Store Pickup,No,68,PayPal,Weekly
